Time (real),IR Value raw,IR Value filtered,Time (s),Label
5/16/2025 0:44,127219,1091,0.075252295,0
5/16/2025 0:44,127383,1176,0.075505972,0
5/16/2025 0:44,127492,1205,0.075661659,0
5/16/2025 0:44,127600,1231,0.083399057,0
5/16/2025 0:44,127672,1222,0.130620956,0
5/16/2025 0:44,127735,1204,0.17010498,0
5/16/2025 0:44,127791,1182,0.210283518,0
5/16/2025 0:44,127827,1142,0.250909328,0
5/16/2025 0:44,127863,1104,0.290578365,0
5/16/2025 0:44,127893,1063,0.330687523,0
5/16/2025 0:44,127950,1050,0.370791912,0
5/16/2025 0:44,127957,991,0.410054684,0
5/16/2025 0:44,127951,924,0.450960636,0
5/16/2025 0:44,127959,873,0.490153551,0
5/16/2025 0:44,127997,854,0.530023098,0
5/16/2025 0:44,128032,834,0.570924282,0
5/16/2025 0:44,128036,786,0.61001277,0
5/16/2025 0:44,128076,774,0.650963545,0
5/16/2025 0:44,128132,778,0.690295935,0
5/16/2025 0:44,128159,755,0.730837345,0
5/16/2025 0:44,128142,692,0.770144701,0
5/16/2025 0:44,128140,647,0.810014248,0
5/16/2025 0:44,128159,624,0.850798607,0
5/16/2025 0:44,128196,620,0.890105963,0
5/16/2025 0:44,127770,182,0.930026054,0
5/16/2025 0:44,125931,-1554,0.97094059,0
5/16/2025 0:44,125510,-1851,1.010624886,0
5/16/2025 0:44,125722,-1537,1.050355434,0
5/16/2025 0:44,126426,-781,1.090105057,0
5/16/2025 0:44,126975,-217,1.130950928,0
5/16/2025 0:44,127291,93,1.170089722,0
5/16/2025 0:44,127384,174,1.209998369,0
5/16/2025 0:44,127333,115,1.25090766,0
5/16/2025 0:44,127375,148,1.290068626,0
5/16/2025 0:44,127543,296,1.330829144,0
5/16/2025 0:44,127667,394,1.370093822,0
5/16/2025 0:44,127772,468,1.410020351,0
5/16/2025 0:44,127842,504,1.450674057,0
5/16/2025 0:44,127913,539,1.490822792,0
5/16/2025 0:44,127990,578,1.530952454,0
5/16/2025 0:44,128017,567,1.570173025,0
5/16/2025 0:44,127924,444,1.61011982,0
5/16/2025 0:44,126375,-1036,1.650994778,0
5/16/2025 0:44,125594,-1703,1.690986156,0
5/16/2025 0:44,125542,-1645,1.73004508,0
5/16/2025 0:44,125944,-1166,1.770704269,0
5/16/2025 0:44,126417,-649,1.810017109,0
5/16/2025 0:44,126844,-208,1.850822687,0
5/16/2025 0:44,127164,105,1.890895128,0
5/16/2025 0:44,127275,202,1.940428019,0
5/16/2025 0:44,127339,250,1.98012042,0
5/16/2025 0:44,127482,368,2.020062685,0
5/16/2025 0:44,127641,494,2.050997972,0
5/16/2025 0:44,127767,581,2.101015568,0
5/16/2025 0:44,127848,621,2.13086319,0
5/16/2025 0:44,127916,646,2.170695066,0
5/16/2025 0:44,127969,655,2.220696449,0
5/16/2025 0:44,127996,640,2.260001183,0
5/16/2025 0:44,127475,111,2.300148964,0
5/16/2025 0:44,125745,-1517,2.34009099,0
5/16/2025 0:44,125154,-1977,2.380296469,0
5/16/2025 0:44,125211,-1800,2.420649052,0
5/16/2025 0:44,125615,-1308,2.460777521,0
5/16/2025 0:44,126042,-826,2.500158548,0
5/16/2025 0:44,126581,-269,2.540043116,0
5/16/2025 0:44,126916,62,2.580967426,0
5/16/2025 0:44,127007,143,2.620832682,0
5/16/2025 0:44,127081,204,2.660028219,0
5/16/2025 0:44,127287,384,2.7839818,0
5/16/2025 0:44,127480,541,2.78414464,0
5/16/2025 0:44,127617,636,2.784264326,0
5/16/2025 0:44,127709,682,2.82058239,0
5/16/2025 0:44,127800,725,2.860519171,0
5/16/2025 0:44,127877,752,2.900690556,0
5/16/2025 0:44,127930,755,2.940336704,0
5/16/2025 0:44,127846,629,2.981027365,0
5/16/2025 0:44,126155,-996,3.014215946,0
5/16/2025 0:44,125239,-1792,3.06524229,0
5/16/2025 0:44,125022,-1884,3.100538731,0
5/16/2025 0:44,125364,-1445,3.140277386,0
5/16/2025 0:44,125713,-1028,3.180212736,0
5/16/2025 0:44,126164,-541,3.220187664,0
5/16/2025 0:44,126536,-158,3.260325909,0
5/16/2025 0:44,126579,-108,3.301064491,0
5/16/2025 0:44,126547,-131,3.342507124,0
5/16/2025 0:44,126771,87,3.384836674,0
5/16/2025 0:44,127129,417,3.420957565,0
5/16/2025 0:44,127350,598,3.460775852,0
5/16/2025 0:44,127493,695,3.500735283,0
5/16/2025 0:44,127625,775,3.540062904,0
5/16/2025 0:44,127733,828,3.580224514,0
5/16/2025 0:44,127803,842,3.620918751,0
5/16/2025 0:44,127216,239,3.660283804,0
5/16/2025 0:44,125456,-1426,3.700199604,0
5/16/2025 0:44,124568,-2169,3.740038872,0
5/16/2025 0:44,124583,-2019,3.780422688,0
5/16/2025 0:44,124861,-1633,3.820169449,0
5/16/2025 0:44,125077,-1328,3.860038757,0
5/16/2025 0:44,125486,-861,3.900254011,0
5/16/2025 0:44,125729,-580,3.940096378,0
5/16/2025 0:44,125758,-516,3.980088711,0
5/16/2025 0:44,125882,-368,4.020011663,0
5/16/2025 0:44,126251,1,4.060135841,0
5/16/2025 0:44,126678,401,4.100453138,0
5/16/2025 0:44,127004,682,4.140084743,0
5/16/2025 0:44,127222,844,4.180483818,0
5/16/2025 0:44,127364,924,4.220838785,0
5/16/2025 0:44,127486,981,4.260018587,0
5/16/2025 0:44,127591,1018,4.300787687,0
5/16/2025 0:44,127640,1000,4.340152025,0
5/16/2025 0:44,126478,-152,4.3801651,0
5/16/2025 0:44,124795,-1720,4.421770334,0
5/16/2025 0:44,124005,-2353,4.462355375,0
5/16/2025 0:44,124113,-2105,4.510963678,0
5/16/2025 0:44,124216,-1876,4.550236464,0
5/16/2025 0:44,124342,-1641,4.590121269,0
5/16/2025 0:44,124661,-1239,4.63055563,0
5/16/2025 0:44,124774,-1056,4.670258522,0
5/16/2025 0:44,124726,-1035,4.710221052,0
