Time (real),IR Value raw,IR Value filtered,Time (s),Label,,,
5/21/2025 1:15,124623,803,0.077207565,0,,,
5/21/2025 1:15,124790,909,0.077473164,0,,,
5/21/2025 1:15,124786,849,0.077636003,0,,,
5/21/2025 1:15,123637,-281,0.077799559,0,,,
5/21/2025 1:15,122802,-1047,0.110285282,0,,,
5/21/2025 1:15,122717,-1061,0.150039434,0,,,
5/21/2025 1:15,122844,-875,0.189860582,0,,,
5/21/2025 1:15,122987,-687,0.230533361,0,,,
5/21/2025 1:15,123050,-585,0.270605564,0,,,
5/21/2025 1:15,123168,-437,0.310570955,0,,,
5/21/2025 1:15,123200,-380,0.350676537,0,,,
5/21/2025 1:15,123192,-364,0.38986969,0,,,
5/21/2025 1:15,123214,-320,0.430554628,0,,,
5/21/2025 1:15,123364,-160,0.46988368,0,,,
5/21/2025 1:15,123570,43,0.510251522,0,,,
5/21/2025 1:15,123770,228,0.55028677,0,,,
5/21/2025 1:15,123940,373,0.59061861,0,,,
5/21/2025 1:15,124059,462,0.630264997,0,,,
5/21/2025 1:15,124169,536,0.670660496,0,,,
5/21/2025 1:15,124296,622,0.710350275,0,,,
5/21/2025 1:15,124440,718,0.760515928,0,,,
5/21/2025 1:15,124631,852,0.790714741,0,,,
5/21/2025 1:15,124611,780,0.840790033,0,,,
5/21/2025 1:15,123575,-240,0.879786253,0,,,
5/21/2025 1:15,123001,-763,0.920125723,0,,,
5/21/2025 1:15,122983,-732,0.960713387,0,,,
5/21/2025 1:15,123132,-547,1.00029254,0,,,
5/21/2025 1:15,123262,-391,1.123493433,0,,,
5/21/2025 1:15,123385,-251,1.123664379,0,,,
5/21/2025 1:15,123504,-124,1.123790979,0,,,
5/21/2025 1:15,123481,-137,1.150748253,0,,,
5/21/2025 1:15,123456,-152,1.190726042,0,,,
5/21/2025 1:15,123560,-45,1.240428686,0,,,
5/21/2025 1:15,123760,145,1.279787779,0,,,
5/21/2025 1:15,123972,335,1.320564985,0,,,
5/21/2025 1:15,124185,514,1.359861612,0,,,
5/21/2025 1:15,124451,731,1.400676012,0,,,
5/21/2025 1:15,124621,845,1.440116405,0,,,
5/21/2025 1:15,124768,930,1.480204344,0,,,
5/21/2025 1:15,124894,990,1.520004749,0,,,
5/21/2025 1:15,125066,1089,1.559779644,0,,,
5/21/2025 1:15,125144,1094,1.599957466,0,,,
5/21/2025 1:15,124268,205,1.640398502,0,,,
5/21/2025 1:15,123224,-787,1.679787636,0,,,
5/21/2025 1:15,123091,-862,1.720563173,0,,,
5/21/2025 1:15,123259,-651,1.760213375,0,,,
5/21/2025 1:15,123359,-516,1.800320625,0,,,
5/21/2025 1:15,123408,-438,1.84040308,0,,,
5/21/2025 1:15,123528,-298,1.880546093,0,,,
5/21/2025 1:15,123613,-200,1.920482397,0,,,
5/21/2025 1:15,123581,-217,1.960380793,0,,,
5/21/2025 1:15,123618,-169,2.000700951,0,,,
5/21/2025 1:15,123775,-11,2.039901733,0,,,
5/21/2025 1:15,123995,196,2.083543062,0,,,
5/21/2025 1:15,124223,397,2.120509863,0,,,
5/21/2025 1:15,124413,551,2.160535574,0,,,
5/21/2025 1:15,124564,658,2.199778557,0,,,
5/21/2025 1:15,124726,769,2.240751266,0,,,
5/21/2025 1:15,124906,889,2.27977705,0,,,
5/21/2025 1:16,125066,984,2.32017231,0,,,
5/21/2025 1:16,125234,1080,2.360798597,0,,,
5/21/2025 1:16,125387,1156,2.400651932,0,,,
5/21/2025 1:16,124490,243,2.439977646,0,,,
5/21/2025 1:16,123463,-735,2.479785919,0,,,
5/21/2025 1:16,123277,-864,2.520185471,0,,,
5/21/2025 1:16,123381,-712,2.559963942,0,,,
5/21/2025 1:16,123475,-580,2.600675106,0,,,
5/21/2025 1:16,123525,-496,2.640656948,0,,,
5/21/2025 1:16,123639,-358,2.67978406,0,,,
5/21/2025 1:16,123670,-307,2.720085859,0,,,
5/21/2025 1:16,123650,-306,2.76007843,0,,,
5/21/2025 1:16,123661,-277,2.800041437,0,,,
5/21/2025 1:16,123741,-185,2.840173721,0,,,
5/21/2025 1:16,123897,-27,2.879975796,0,,,
5/21/2025 1:16,124108,173,2.920494795,0,,,
5/21/2025 1:16,124262,306,2.959927082,0,,,
5/21/2025 1:16,124393,410,3.000477076,0,,,
5/21/2025 1:16,124491,476,3.040398598,0,,,
5/21/2025 1:16,124611,559,3.084072351,0,,,
5/21/2025 1:16,124746,651,3.120871544,0,,,
5/21/2025 1:16,124932,784,3.160563946,0,,,
5/21/2025 1:16,125137,928,3.200415134,0,,,
5/21/2025 1:16,125180,910,3.240737915,0,,,
5/21/2025 1:16,124070,-187,3.27977252,0,,,
5/21/2025 1:16,123316,-883,3.329996824,0,,,
5/21/2025 1:16,123217,-920,3.369991302,0,,,
5/21/2025 1:16,123364,-725,3.410444975,0,,,
5/21/2025 1:16,123514,-539,3.449794769,0,,,
5/21/2025 1:16,123636,-391,3.48986125,0,,,
5/21/2025 1:16,123772,-239,3.530258894,0,,,
5/21/2025 1:16,123780,-216,3.569832087,0,,,
5/21/2025 1:16,123755,-226,3.610544682,0,,,
5/21/2025 1:16,123809,-161,3.649789572,0,,,
5/21/2025 1:16,123969,-1,3.690668344,0,,,
5/21/2025 1:16,124196,212,3.729774475,0,,,
5/21/2025 1:16,124428,416,3.769875288,0,,,
5/21/2025 1:16,124650,598,3.810547113,0,,,
5/21/2025 1:16,124851,749,3.850587368,0,,,
5/21/2025 1:16,125000,842,3.883899927,0,,,
5/21/2025 1:16,125128,909,3.930555105,0,,,
5/21/2025 1:16,125282,997,3.974488258,0,,,
5/21/2025 1:16,125447,1089,4.01008153,0,,,
5/21/2025 1:16,125558,1125,4.049918652,0,,,
5/21/2025 1:16,124894,433,4.090067625,0,,,
5/21/2025 1:16,123743,-673,4.129822731,0,,,
5/21/2025 1:16,123525,-836,4.170577765,0,,,
5/21/2025 1:16,123717,-603,4.210104227,0,,,
5/21/2025 1:16,123909,-386,4.250033379,0,,,
5/21/2025 1:16,124031,-247,4.290604353,0,,,
5/21/2025 1:16,124236,-40,4.329993725,0,,,
5/21/2025 1:16,124287,11,4.370556831,0,,,
5/21/2025 1:16,124238,-36,4.411611795,0,,,
5/21/2025 1:16,124260,-13,4.454096556,0,,,
5/21/2025 1:16,124473,188,4.489791632,0,,,
5/21/2025 1:16,124728,415,4.529801846,0,,,
5/21/2025 1:16,125036,678,4.570430756,0,,,
5/21/2025 1:16,125267,852,4.610693932,0,,,
5/21/2025 1:16,125432,954,4.650379658,0,,,
5/21/2025 1:16,125551,1006,4.690380096,0,,,
5/21/2025 1:16,125638,1024,4.729998112,0,,,
5/21/2025 1:16,125719,1036,4.770047903,0,,,
5/21/2025 1:16,125818,1064,4.809786558,0,,,
5/21/2025 1:16,125953,1124,4.850117922,0,,,
5/21/2025 1:16,125253,398,4.890274048,0,,,
5/21/2025 1:16,124007,-795,4.930354595,0,,,
5/21/2025 1:16,123738,-998,4.970530748,0,,,
5/21/2025 1:16,123887,-795,5.009868383,0,,,
5/21/2025 1:16,124048,-595,5.050504208,0,,,
5/21/2025 1:16,124101,-508,5.094491959,0,,,
5/21/2025 1:16,124268,-320,5.129851818,0,,,
5/21/2025 1:16,124366,-208,5.170104504,0,,,
5/21/2025 1:16,124365,-196,5.210561752,0,,,
5/21/2025 1:16,124412,-139,5.250680685,0,,,
5/21/2025 1:16,124561,9,5.29001689,0,,,
5/21/2025 1:16,124821,252,5.330832958,0,,,
5/21/2025 1:16,125162,556,5.370577812,0,,,
5/21/2025 1:16,125415,759,5.410089254,0,,,
5/21/2025 1:16,125563,850,5.449920177,0,,,
5/21/2025 1:16,125686,912,5.49381566,0,,,
5/21/2025 1:16,125804,966,5.534126043,0,,,
5/21/2025 1:16,125885,982,5.569878578,0,,,
5/21/2025 1:16,125982,1011,5.610108137,0,,,
5/21/2025 1:16,126118,1076,5.649805307,0,,,
5/21/2025 1:16,126011,908,5.690721989,0,,,
5/21/2025 1:16,124706,-372,5.730293751,0,,,
5/21/2025 1:16,124003,-1008,5.769896507,0,,,
5/21/2025 1:16,123987,-960,5.809910297,0,,,
5/21/2025 1:16,124134,-762,5.850147486,0,,,
5/21/2025 1:16,124257,-599,5.900033951,0,,,
5/21/2025 1:16,124367,-458,5.930646658,0,,,
5/21/2025 1:16,124481,-323,5.980284929,0,,,
5/21/2025 1:16,124491,-293,6.010653496,0,,,
5/21/2025 1:16,124512,-255,6.060282946,0,,,
5/21/2025 1:16,124608,-149,6.100023031,0,,,
5/21/2025 1:16,124808,48,6.140001059,0,,,
5/21/2025 1:16,125087,306,6.180012465,0,,,
5/21/2025 1:16,125372,554,6.220314503,0,,,
5/21/2025 1:16,125603,736,6.260298491,0,,,
5/21/2025 1:16,125758,836,6.300229788,0,,,
5/21/2025 1:16,125845,865,6.330704689,0,,,
5/21/2025 1:16,125938,898,6.374261856,0,,,
5/21/2025 1:16,126064,960,6.413153648,0,,,
5/21/2025 1:16,126147,978,6.461779594,0,,,
5/21/2025 1:16,126252,1015,6.49415493,0,,,
5/21/2025 1:16,126010,725,6.540291309,0,,,
5/21/2025 1:16,124694,-554,6.579868317,0,,,
5/21/2025 1:16,124115,-1062,6.620273113,0,,,
5/21/2025 1:16,124182,-933,6.660410166,0,,,
5/21/2025 1:16,124394,-676,6.700459242,0,,,
5/21/2025 1:16,124508,-527,6.740429401,0,,,
5/21/2025 1:16,124630,-379,6.780100584,0,,,
5/21/2025 1:16,124713,-278,6.820276976,0,,,
5/21/2025 1:16,124647,-322,6.860043526,0,,,
5/21/2025 1:16,124626,-322,6.899786711,0,,,
5/21/2025 1:16,124765,-171,6.939912081,0,,,
5/21/2025 1:16,124938,2,6.980026484,0,,,
5/21/2025 1:16,125195,242,7.020040751,0,,,
5/21/2025 1:16,125492,506,7.060040712,0,,,
5/21/2025 1:16,125739,706,7.100698233,0,,,
5/21/2025 1:16,125887,800,7.140314102,0,,,
5/21/2025 1:16,125968,826,7.179852486,0,,,
5/21/2025 1:16,126102,900,7.220273972,0,,,
5/21/2025 1:16,126220,955,7.260104895,0,,,
5/21/2025 1:16,126274,946,7.300761223,0,,,
5/21/2025 1:16,125308,-19,7.340822697,0,,,
5/21/2025 1:16,124351,-915,7.379799843,0,,,
5/21/2025 1:16,124296,-909,7.42014122,0,,,
5/21/2025 1:16,124552,-612,7.460053205,0,,,
5/21/2025 1:16,124738,-400,7.499793291,0,,,
5/21/2025 1:16,124885,-237,7.540017366,0,,,
5/21/2025 1:16,125083,-36,7.579791784,0,,,
5/21/2025 1:16,125069,-47,7.620535135,0,,,
5/21/2025 1:16,125004,-105,7.660847664,0,,,
5/21/2025 1:16,125059,-47,7.699793339,0,,,
5/21/2025 1:16,125265,149,7.740108252,0,,,
5/21/2025 1:16,125582,437,7.77998662,0,,,
5/21/2025 1:16,125864,674,7.820644855,0,,,
5/21/2025 1:16,126041,798,7.86006093,0,,,
5/21/2025 1:16,126149,849,7.899797678,0,,,
5/21/2025 1:16,126240,882,7.939872026,0,,,
5/21/2025 1:16,126356,935,7.980177879,0,,,
5/21/2025 1:16,126439,955,8.020281076,0,,,
5/21/2025 1:16,126510,962,8.059874296,0,,,
5/21/2025 1:16,126603,989,8.100265265,0,,,
5/21/2025 1:16,125787,162,8.140343666,0,,,
5/21/2025 1:16,124570,-989,8.180808544,0,,,
5/21/2025 1:16,124342,-1141,8.220821142,0,,,
5/21/2025 1:16,124497,-924,8.260359049,0,,,
5/21/2025 1:16,124646,-727,8.300512791,0,,,
5/21/2025 1:16,124724,-608,8.34047246,0,,,
5/21/2025 1:16,124847,-455,8.379870176,0,,,
5/21/2025 1:16,124902,-375,8.419804335,0,,,
5/21/2025 1:16,124907,-347,8.470377922,0,,,
5/21/2025 1:16,124969,-267,8.509865999,0,,,
5/21/2025 1:16,125121,-108,8.550569057,0,,,
5/21/2025 1:16,125341,105,8.590396643,0,,,
5/21/2025 1:16,125712,447,8.620760441,0,,,
5/21/2025 1:16,126034,721,8.669995785,0,,,
5/21/2025 1:16,126214,844,8.710349083,0,,,
5/21/2025 1:16,126357,926,8.750094891,0,,,
5/21/2025 1:16,126450,955,8.790476084,0,,,
5/21/2025 1:16,126554,993,8.82078433,0,,,
5/21/2025 1:16,126625,997,8.861058474,0,,,
5/21/2025 1:16,126712,1017,8.910565138,0,,,
5/21/2025 1:16,126734,974,8.950462103,0,,,
5/21/2025 1:16,125736,-23,8.989862442,0,,,
5/21/2025 1:16,124697,-995,9.030039549,0,,,
5/21/2025 1:16,124618,-1007,9.070129871,0,,,
5/21/2025 1:16,124849,-728,9.110324383,0,,,
5/21/2025 1:16,124996,-544,9.149871588,0,,,
5/21/2025 1:16,125095,-417,9.189923048,0,,,
5/21/2025 1:16,125230,-265,9.230788231,0,,,
5/21/2025 1:16,125247,-232,9.270389557,0,,,
5/21/2025 1:16,125198,-264,9.310760975,0,,,
5/21/2025 1:16,125250,-198,9.349808931,0,,,
5/21/2025 1:16,125411,-35,9.390670538,0,,,
5/21/2025 1:16,125668,208,9.430334568,0,,,
5/21/2025 1:16,125976,484,9.470126867,0,,,
5/21/2025 1:16,126239,700,9.510724545,0,,,
5/21/2025 1:16,126411,818,9.54978323,0,,,
5/21/2025 1:16,126532,880,9.590070009,0,,,
5/21/2025 1:16,126672,956,9.630396128,0,,,
5/21/2025 1:16,126768,987,9.670311213,0,,,
5/21/2025 1:16,126839,992,9.710010052,0,,,
5/21/2025 1:16,126909,995,9.750899315,0,,,
5/21/2025 1:16,126494,544,9.790341377,0,,,
5/21/2025 1:16,125156,-744,9.830370903,0,,,
5/21/2025 1:16,124738,-1090,9.870737314,0,,,
5/21/2025 1:16,124896,-873,9.910019159,0,,,
5/21/2025 1:16,125208,-526,9.949795961,0,,,
5/21/2025 1:16,125475,-243,9.990428925,0,,,
5/21/2025 1:16,125769,48,10.03032994,0,,,
5/21/2025 1:16,125858,128,10.07049942,0,,,
5/21/2025 1:16,125799,65,10.1102643,0,,,
5/21/2025 1:16,125773,37,10.15049243,0,,,
5/21/2025 1:16,125947,197,10.18986416,0,,,
5/21/2025 1:16,126233,453,10.22994161,0,,,
5/21/2025 1:16,126482,658,10.26989818,0,,,
5/21/2025 1:16,126637,763,10.31031156,0,,,
5/21/2025 1:16,126704,778,10.34977555,0,,,
5/21/2025 1:16,126714,739,10.39021826,0,,,
5/21/2025 1:16,126762,737,10.43033171,0,,,
5/21/2025 1:16,126851,775,10.4708426,0,,,
5/21/2025 1:16,126851,726,10.51066661,0,,,
5/21/2025 1:16,125711,-388,10.54996324,0,,,
5/21/2025 1:16,124896,-1127,10.59045672,0,,,
5/21/2025 1:16,124901,-1052,10.6300478,0,,,
5/21/2025 1:16,125105,-795,10.67034793,0,,,
5/21/2025 1:16,125247,-612,10.70980477,0,,,
5/21/2025 1:16,125395,-435,10.75067663,0,,,
5/21/2025 1:16,125568,-246,10.79009891,0,,,
5/21/2025 1:16,125557,-241,10.82994318,0,,,
5/21/2025 1:16,125501,-278,10.87035203,0,,,
5/21/2025 1:16,125560,-205,10.90987325,0,,,
5/21/2025 1:16,125764,-1,10.94979262,0,,,
5/21/2025 1:16,126117,330,10.98988724,0,,,
5/21/2025 1:16,126435,607,11.04030204,0,,,
5/21/2025 1:16,126589,714,11.08034372,0,,,
5/21/2025 1:16,126684,758,11.11996841,0,,,
5/21/2025 1:16,126804,823,11.16067886,0,,,
5/21/2025 1:16,126896,858,11.19990659,0,,,
5/21/2025 1:16,126983,886,11.23987985,0,,,
5/21/2025 1:16,127080,922,11.2802701,0,,,
5/21/2025 1:16,126720,527,11.31074357,0,,,
5/21/2025 1:16,125358,-783,11.3602035,0,,,
5/21/2025 1:16,124877,-1185,11.39979434,0,,,
5/21/2025 1:16,124869,-1119,11.43993187,0,,,
5/21/2025 1:16,124939,-983,11.47985315,0,,,
5/21/2025 1:16,125026,-840,11.5199585,0,,,
5/21/2025 1:16,125191,-633,11.5598495,0,,,
5/21/2025 1:16,125344,-450,11.59979987,0,,,
5/21/2025 1:16,125341,-424,11.64023805,0,,,
5/21/2025 1:16,125346,-393,11.68002987,0,,,
5/21/2025 1:16,125453,-268,11.71992183,0,,,
5/21/2025 1:16,125643,-73,11.76022673,0,,,
5/21/2025 1:16,125913,184,11.80061483,0,,,
5/21/2025 1:16,126190,433,11.83984137,0,,,
5/21/2025 1:16,126417,618,11.87981868,0,,,
5/21/2025 1:16,126571,724,11.91993666,0,,,
5/21/2025 1:16,126662,764,11.96043754,0,,,
5/21/2025 1:16,126768,816,12.00004697,0,,,
5/21/2025 1:16,126932,919,12.03983951,0,,,
5/21/2025 1:16,126317,285,12.0798707,0,,,
5/21/2025 1:16,125101,-873,12.12040019,0,,,
5/21/2025 1:16,124798,-1102,12.15989399,0,,,
5/21/2025 1:16,124864,-972,12.19980812,0,,,
5/21/2025 1:16,124975,-807,12.24026489,0,,,
5/21/2025 1:16,125018,-716,12.28074741,0,,,
5/21/2025 1:16,125168,-531,12.32005453,0,,,
5/21/2025 1:16,125289,-384,12.3598454,0,,,
5/21/2025 1:16,125303,-347,12.40037513,0,,,
5/21/2025 1:16,125325,-305,12.44036937,0,,,
5/21/2025 1:16,125444,-174,12.48004532,0,,,
5/21/2025 1:16,125664,43,12.52011919,0,,,
5/21/2025 1:16,125956,314,12.5607183,0,,,
5/21/2025 1:16,126213,536,12.60004687,0,,,
5/21/2025 1:16,126423,699,12.64024496,0,,,
5/21/2025 1:16,126600,821,12.6801517,0,,,
5/21/2025 1:16,126707,870,12.72013307,0,,,
5/21/2025 1:16,126808,911,12.76014566,0,,,
5/21/2025 1:16,126913,952,12.80013394,0,,,
5/21/2025 1:16,127005,979,12.84020472,0,,,
5/21/2025 1:16,126005,-20,12.88003135,0,,,
5/21/2025 1:16,124894,-1060,12.91996288,0,,,
5/21/2025 1:16,124738,-1140,12.960783,0,,,
5/21/2025 1:16,124880,-936,13.00016856,0,,,
5/21/2025 1:16,125016,-750,13.04026413,0,,,
5/21/2025 1:16,125113,-612,13.08018279,0,,,
5/21/2025 1:16,125269,-427,13.12078381,0,,,
5/21/2025 1:16,125309,-363,13.16024041,0,,,
5/21/2025 1:16,125335,-316,13.20017266,0,,,
5/21/2025 1:16,125379,-255,13.23992395,0,,,
5/21/2025 1:16,125515,-111,13.27990437,0,,,
5/21/2025 1:16,125784,148,13.31987429,0,,,
5/21/2025 1:16,126080,416,13.35980749,0,,,
5/21/2025 1:16,126331,625,13.40038538,0,,,
5/21/2025 1:16,126519,763,13.43977714,0,,,
5/21/2025 1:16,126646,834,13.48016047,0,,,
5/21/2025 1:16,126745,875,13.52016783,0,,,
5/21/2025 1:16,126865,933,13.56085491,0,,,
5/21/2025 1:16,126994,995,13.6106236,0,,,
5/21/2025 1:16,127095,1028,13.65058041,0,,,
5/21/2025 1:16,126269,189,13.69077516,0,,,
5/21/2025 1:16,125003,-1009,13.73026037,0,,,
5/21/2025 1:16,124735,-1198,13.77013183,0,,,
5/21/2025 1:16,124842,-1022,13.80990767,0,,,
5/21/2025 1:16,124977,-832,13.85028028,0,,,
5/21/2025 1:16,125031,-729,13.88080096,0,,,
5/21/2025 1:16,125163,-560,13.93019795,0,,,
5/21/2025 1:16,125264,-430,13.97022414,0,,,
5/21/2025 1:16,125224,-441,14.01031542,0,,,
5/21/2025 1:16,125238,-400,14.05047536,0,,,
5/21/2025 1:16,125393,-230,14.09049773,0,,,
5/21/2025 1:16,125631,8,14.13022304,0,,,
5/21/2025 1:16,125904,263,14.17001843,0,,,
5/21/2025 1:16,126185,510,14.21040034,0,,,
5/21/2025 1:16,126430,708,14.25068688,0,,,
5/21/2025 1:16,126583,807,14.2904737,0,,,
5/21/2025 1:16,126699,866,14.33040762,0,,,
5/21/2025 1:16,126823,928,14.36982346,0,,,
5/21/2025 1:16,126967,1005,14.40980077,0,,,
5/21/2025 1:16,127096,1063,14.45046759,0,,,
5/21/2025 1:16,127190,1085,14.48982835,0,,,
5/21/2025 1:16,127271,1093,14.52991295,0,,,
5/21/2025 1:16,127365,1113,14.57042861,0,,,
5/21/2025 1:16,126915,621,14.61078978,0,,,
5/21/2025 1:16,125361,-874,14.65492654,0,,,
5/21/2025 1:16,124870,-1280,14.69036794,0,,,
5/21/2025 1:16,124982,-1095,14.72979903,0,,,
5/21/2025 1:16,125167,-853,14.76992369,0,,,
5/21/2025 1:16,125234,-737,14.80983186,0,,,
5/21/2025 1:16,125332,-599,14.8497901,0,,,
5/21/2025 1:16,125448,-453,14.88986969,0,,,
5/21/2025 1:16,125434,-437,14.93068671,0,,,
5/21/2025 1:16,125439,-405,14.97076535,0,,,
5/21/2025 1:16,125531,-294,15.01061296,0,,,
5/21/2025 1:16,125747,-73,15.05026841,0,,,
5/21/2025 1:16,126075,239,15.08987856,0,,,
5/21/2025 1:16,126400,529,15.13009286,0,,,
5/21/2025 1:16,126622,704,15.17008996,0,,,
5/21/2025 1:16,126753,783,15.21033573,0,,,
5/21/2025 1:16,126890,862,15.25016713,0,,,
5/21/2025 1:16,126995,907,15.2898674,0,,,
5/21/2025 1:16,127106,954,15.32988906,0,,,
5/21/2025 1:16,127201,984,15.37025499,0,,,
5/21/2025 1:16,127298,1013,15.41044044,0,,,
5/21/2025 1:16,127367,1015,15.44980907,0,,,
5/21/2025 1:16,127435,1015,15.49031973,0,,,
5/21/2025 1:16,127191,723,15.53050232,0,,,
5/21/2025 1:16,125717,-704,15.57043457,0,,,
5/21/2025 1:16,125054,-1282,15.61084151,0,,,
5/21/2025 1:16,125084,-1173,15.65081024,0,,,
5/21/2025 1:16,125252,-943,15.69044852,0,,,
5/21/2025 1:16,125381,-763,15.73044562,0,,,
5/21/2025 1:16,125519,-586,15.77052093,0,,,
5/21/2025 1:16,125663,-414,15.81051779,0,,,
5/21/2025 1:16,125651,-399,15.85064125,0,,,
5/21/2025 1:16,125612,-411,15.89042616,0,,,
5/21/2025 1:16,125697,-305,15.93026781,0,,,
5/21/2025 1:16,125929,-69,15.97028184,0,,,
5/21/2025 1:16,126263,249,16.01018739,0,,,
5/21/2025 1:16,126542,495,16.05031204,0,,,
5/21/2025 1:16,126770,678,16.08990359,0,,,
5/21/2025 1:16,126945,799,16.14071178,0,,,
5/21/2025 1:16,127041,839,16.18011212,0,,,
5/21/2025 1:16,127121,862,16.21086812,0,,,
5/21/2025 1:16,127228,908,16.2604506,0,,,
5/21/2025 1:16,127327,944,16.30022764,0,,,
5/21/2025 1:16,127406,960,16.33988643,0,,,
5/21/2025 1:16,127487,976,16.3801198,0,,,
5/21/2025 1:16,126966,426,16.42044663,0,,,
5/21/2025 1:16,125525,-951,16.46088243,0,,,
5/21/2025 1:16,125072,-1317,16.50028515,0,,,
5/21/2025 1:16,125185,-1128,16.53985906,0,,,
5/21/2025 1:16,125403,-853,16.58054495,0,,,
5/21/2025 1:16,125531,-680,16.62045693,0,,,
5/21/2025 1:16,125749,-433,16.66085625,0,,,
5/21/2025 1:16,125811,-348,16.7003324,0,,,
5/21/2025 1:16,125727,-405,16.7407639,0,,,
5/21/2025 1:16,125738,-369,16.77980471,0,,,
5/21/2025 1:16,125864,-228,16.82029629,0,,,
5/21/2025 1:16,126129,35,16.85986042,0,,,
5/21/2025 1:16,126459,342,16.90032125,0,,,
5/21/2025 1:16,126732,577,16.94050074,0,,,
5/21/2025 1:16,126900,698,16.98071671,0,,,
5/21/2025 1:16,127018,765,17.02056551,0,,,
5/21/2025 1:16,127091,786,17.06029415,0,,,
5/21/2025 1:16,127151,793,17.10022736,0,,,
5/21/2025 1:16,127274,859,17.1401906,0,,,
5/21/2025 1:16,127355,881,17.18027806,0,,,
5/21/2025 1:16,127408,876,17.22021103,0,,,
5/21/2025 1:16,126650,110,17.25976658,0,,,
5/21/2025 1:16,125380,-1087,17.29984736,0,,,
5/21/2025 1:16,125123,-1260,17.34048295,0,,,
5/21/2025 1:16,125273,-1041,17.38028049,0,,,
5/21/2025 1:16,125451,-809,17.41990519,0,,,
5/21/2025 1:16,125579,-638,17.46034479,0,,,
5/21/2025 1:16,125767,-422,17.50026059,0,,,
5/21/2025 1:16,125841,-326,17.5400176,0,,,
5/21/2025 1:16,125741,-400,17.58025193,0,,,
5/21/2025 1:16,125742,-374,17.62067151,0,,,
5/21/2025 1:16,125916,-187,17.65986848,0,,,
5/21/2025 1:16,126224,113,17.70053554,0,,,
5/21/2025 1:16,126570,431,17.74007988,0,,,
5/21/2025 1:16,126828,646,17.78060484,0,,,
5/21/2025 1:16,127002,768,17.81987906,0,,,
5/21/2025 1:16,127118,829,17.86022449,0,,,
5/21/2025 1:16,127168,824,17.90031528,0,,,
5/21/2025 1:16,127221,823,17.93996906,0,,,
5/21/2025 1:16,127271,818,17.98025131,0,,,
5/21/2025 1:16,127367,857,18.01981664,0,,,
5/21/2025 1:16,127462,892,18.05980229,0,,,
5/21/2025 1:16,126842,255,18.10033536,0,,,
5/21/2025 1:16,125445,-1070,18.13979816,0,,,
5/21/2025 1:16,125103,-1324,18.18016148,0,,,
5/21/2025 1:16,125232,-1120,18.22024035,0,,,
5/21/2025 1:16,125405,-888,18.2605536,0,,,
5/21/2025 1:16,125522,-723,18.30074191,0,,,
5/21/2025 1:16,125713,-498,18.34017062,0,,,
5/21/2025 1:16,125801,-385,18.38075566,0,,,
5/21/2025 1:16,125737,-421,18.42024779,0,,,
5/21/2025 1:16,125709,-421,18.46031523,0,,,
5/21/2025 1:16,125842,-270,18.50067973,0,,,
5/21/2025 1:16,126111,-1,18.54025674,0,,,
5/21/2025 1:16,126434,302,18.58077955,0,,,
5/21/2025 1:16,126720,552,18.62037683,0,,,
5/21/2025 1:16,126929,713,18.6599195,0,,,
5/21/2025 1:16,127075,805,18.71018696,0,,,
5/21/2025 1:16,127165,839,18.75068259,0,,,
5/21/2025 1:16,127233,851,18.79034019,0,,,
5/21/2025 1:16,127342,900,18.83027148,0,,,
5/21/2025 1:16,127425,921,18.87026739,0,,,
5/21/2025 1:16,127507,941,18.91027427,0,,,
5/21/2025 1:16,127261,651,18.95026898,0,,,
5/21/2025 1:16,125843,-719,18.98987722,0,,,
5/21/2025 1:16,125178,-1297,19.03078461,0,,,
5/21/2025 1:16,125226,-1171,19.07053494,0,,,
5/21/2025 1:16,125419,-917,19.10166669,0,,,
5/21/2025 1:16,125537,-749,19.1503222,0,,,
5/21/2025 1:16,125693,-556,19.1907413,0,,,
5/21/2025 1:16,125848,-376,19.22979736,0,,,
5/21/2025 1:16,125791,-406,19.27073765,0,,,
5/21/2025 1:16,125731,-437,19.31043482,0,,,
5/21/2025 1:16,125862,-286,19.35026503,0,,,
5/21/2025 1:16,126084,-60,19.39040208,0,,,
5/21/2025 1:16,126329,173,19.4302659,0,,,
5/21/2025 1:16,126618,433,19.47087979,0,,,
5/21/2025 1:16,126851,625,19.51027298,0,,,
5/21/2025 1:16,127008,733,19.55026197,0,,,
5/21/2025 1:16,127073,748,19.58998275,0,,,
5/21/2025 1:16,127147,771,19.63059807,0,,,
5/21/2025 1:16,127215,786,19.6698432,0,,,
5/21/2025 1:16,127341,855,19.70980048,0,,,
5/21/2025 1:16,127050,529,19.75072527,0,,,
5/21/2025 1:16,125702,-768,19.7907095,0,,,
5/21/2025 1:16,125178,-1211,19.8300631,0,,,
5/21/2025 1:16,125286,-1034,19.87034702,0,,,
5/21/2025 1:16,125501,-768,19.91018653,0,,,
5/21/2025 1:16,125619,-609,19.95082355,0,,,
5/21/2025 1:16,125781,-419,19.99039507,0,,,
5/21/2025 1:16,125871,-309,20.03040719,0,,,
5/21/2025 1:16,125799,-357,20.07033157,0,,,
5/21/2025 1:16,125763,-368,20.1103425,0,,,
5/21/2025 1:16,125866,-249,20.14982486,0,,,
5/21/2025 1:16,126097,-16,20.19032049,0,,,
