Start Time (s),End Time (s),BPM,AVG Interval (s),STD Interval (s),Amplitude,Time V2P (s),Label,Label bin
0.075852394,60.075852394,81.0,0.7374995410249999,0.0453502490425652,1891.004968383017,0.6059630091728399,1,0
1.075852394,61.075852394,81.0,0.7376128733124999,0.0453192916879021,1894.2469135802469,0.6069817869375004,1,0
2.075852394,62.075852394,81.0,0.737510135725,0.0453429686147914,1897.8878349894608,0.6063995506296299,1,0
3.075852394,63.075852394,81.0,0.7381145597125001,0.0449069532180069,1897.4567901234568,0.6081212102125002,1,0
4.075852394,64.075852394,81.0,0.736491993125,0.045026283980942,1893.4396266184883,0.6075367986172843,1,0
5.075852394,65.075852394,81.0,0.7370050757875,0.044600014371158,1889.864197530864,0.6076134890375003,1,0
6.075852394,66.075852394,82.0,0.7358093379382715,0.0450508640833105,1877.231707317073,0.6070444142345681,1,0
7.075852394,67.075852394,81.0,0.7369997829000001,0.044029453147094,1875.037037037037,0.6086241006250004,1,0
8.075852394,68.075852394,82.0,0.7354339405679013,0.0436147218758802,1867.9682324601024,0.6081534961975312,1,0
9.075852394,69.075852394,82.0,0.7353064748518519,0.0436456264952203,1868.9878048780488,0.6081476916790128,1,0
10.075852394,70.075852394,81.0,0.7355037510000001,0.0438804987025202,1861.6228545618787,0.605709467283951,1,0
11.075852394,71.075852394,82.0,0.7343196692592593,0.0448651580157591,1876.9250225835597,0.6076630014814818,1,0
12.075852394,72.075852394,81.0,0.7365031153750001,0.0462262576525393,1881.8500451671184,0.6096284007407411,1,0
13.075852394,73.075852394,81.0,0.7365062207500002,0.0462258252796698,1872.6243601324904,0.6067908517283955,1,0
14.075852394,74.075852394,82.0,0.7358082518518518,0.0463636104391517,1888.329268292683,0.609147042592593,1,0
15.075852394,75.075852394,81.0,0.7366248965000001,0.0460951222589011,1882.316621499548,0.6058214685185189,1,0
16.075852394,76.07585239400001,82.0,0.7348131780246915,0.0474202666435706,1899.256097560976,0.6081479835802472,1,0
17.075852394,77.07585239400001,81.0,0.734497019625,0.0480569283836197,1903.776874435411,0.6076392160493831,1,0
18.075852394,78.07585239400001,82.0,0.7323420695061728,0.0488220805509835,1891.7926829268288,0.6022981467073173,1,0
19.075852394,79.07585239400001,82.0,0.7313637703703703,0.0498537831604834,1913.378048780488,0.6041785672839508,1,0
20.075852394,80.07585239400001,82.0,0.7309825391358025,0.0497502842333362,1920.7317073170727,0.6021750208536587,1,0
21.075852394,81.07585239400001,82.0,0.7308633445679014,0.0497649397886574,1919.697766676462,0.5997311257317074,1,0
22.075852394,82.07585239400001,83.0,0.728896963902439,0.0516727821361188,1935.0625918307376,0.6008213150000001,1,0
23.075852394,83.07585239400001,82.0,0.7283940992592592,0.0522582115959811,1933.5092565383488,0.5968013713414636,1,0
