Start Time (s),End Time (s),BPM,AVG Interval (s),STD Interval (s),Amplitude,Time V2P (s),Label,Label bin
0.074147463,60.074147463,84.0,0.7101106384698794,0.0672907434803427,1479.107843137255,0.5588662875238092,1,0
1.074147463,61.074147463,86.0,0.7017607913882352,0.0585922417666908,1470.0088593576966,0.5539846444761901,1,0
2.074147463,62.074147463,84.0,0.7115680597228916,0.0659566734110566,1467.202380952381,0.5607854598795177,1,0
3.074147463,63.074147463,84.0,0.7110822631566265,0.06632738031428,1464.2857142857142,0.5603033573614454,1,0
4.074147463,64.074147463,85.0,0.7059504986071429,0.0615612701067073,1459.1187810063784,0.5570094726024093,1,0
5.074147463,65.074147463,84.0,0.7106046073493977,0.0614297187376035,1458.904761904762,0.5589551089879515,1,0
6.074147463,66.074147463,85.0,0.7083338385357143,0.057852979015201,1456.5707282913163,0.5605241170357143,1,0
7.074147463,67.074147463,85.0,0.7073803969761906,0.0589528596401597,1457.4,0.5600423270595238,1,0
8.074147463,68.074147463,85.0,0.7096370572738097,0.0585644269632489,1452.9176470588236,0.556732673929412,1,0
9.074147463,69.074147463,84.0,0.7125200277831325,0.05748608797477,1480.7392156862743,0.5620366219166668,1,0
10.074147463,70.074147463,84.0,0.7130152661445784,0.0570319360183273,1479.7857142857142,0.5639889897590363,1,0
11.074147463,71.074147463,84.0,0.7115650291566264,0.0569217336792642,1486.7607843137257,0.5635983486904763,1,0
12.074147463,72.074147463,84.0,0.7115601259036145,0.056920992278346,1482.357142857143,0.5626772481927714,1,0
13.074147463,73.074147463,85.0,0.7106064757142857,0.0567454712420406,1478.9138655462184,0.5626381802380955,1,0
14.074147463,74.074147463,84.0,0.7091599745783133,0.0565950367110287,1465.910364145658,0.5616967446428573,1,0
15.074147463,75.074147463,85.0,0.7067788839285715,0.058156962861995,1453.8837535014004,0.558717707261905,1,0
16.074147463,76.074147463,85.0,0.7083401566666667,0.0556556061905167,1446.5058823529412,0.5602756619047621,1,0
17.074147463,77.074147463,84.0,0.707594745060241,0.0555779998694266,1434.5084033613446,0.5602693210714288,1,0
18.074147463,78.074147463,85.0,0.7068987942857143,0.0553415589680316,1422.1882352941177,0.5593209883333335,1,0
19.074147463,79.074147463,85.0,0.7068966229761906,0.055342606238763,1415.7411764705882,0.5593121696428573,1,0
20.074147463,80.074147463,85.0,0.7039205829761905,0.0543585235065596,1404.5176470588235,0.5563226703571432,1,0
21.074147463,81.074147463,85.0,0.7040398433333334,0.0543167802965219,1404.3529411764707,0.5563029611904765,1,0
22.074147463,82.074147463,86.0,0.7031794015294119,0.0540459124567132,1403.3001367989054,0.5562324798823532,1,0
23.074147463,83.074147463,85.0,0.7021418157142857,0.0531899093008678,1400.764705882353,0.5553468801190479,1,0
24.074147463,84.074147463,86.0,0.6994053335294118,0.0488182908982184,1406.295759233926,0.5543383115294119,1,0
25.074147463,85.074147463,86.0,0.6994121327058824,0.0488211683991539,1410.5,0.5538674629411768,1,0
26.074147463,86.074147463,85.0,0.698692994404762,0.0484486473167929,1415.735020519836,0.5538701864705886,1,0
27.074147463,87.074147463,86.0,0.6970680516470589,0.0457442092534693,1422.1744186046512,0.5532943858823531,1,0
28.074147463,88.074147463,86.0,0.6971738675294117,0.0458078768444321,1425.546511627907,0.553408552,1,0
29.074147463,89.074147463,86.0,0.6951794428235294,0.0454799098610789,1432.6279069767445,0.5514166404705885,1,0
30.074147463,90.074147463,86.0,0.6942466876470588,0.0465800708145064,1438.313953488372,0.5509475421176471,1,0
31.074147463,91.074147463,86.0,0.6932928282352941,0.0468645321957086,1444.1400695001337,0.5510659212790698,1,0
32.074147463,92.074147463,86.0,0.6947060136470588,0.0470442394546615,1452.2906976744184,0.551887966117647,1,0
33.074147463,93.074147463,87.0,0.6941894903488373,0.0470176178896942,1457.7375033413523,0.5515245777906977,1,0
34.074147463,94.074147463,86.0,0.6951865336470588,0.0493728643844373,1458.681769580326,0.5524440916279071,1,0
35.074147463,95.074147463,86.0,0.6938845802352941,0.0501554718631667,1452.7906976744189,0.5515395161176472,1,0
36.074147463,96.074147463,87.0,0.6945345069767442,0.0510274752770202,1448.3793103448277,0.5506019395348839,1,0
37.074147463,97.074147463,86.0,0.6948121322352941,0.0513716703167979,1446.8255813953488,0.5515323718823532,1,0
38.074147463,98.074147463,87.0,0.6940695990697674,0.052169964516097,1447.0412991178828,0.5510583003488373,1,0
39.074147463,99.074147463,86.0,0.6947066587058824,0.0525047821117224,1445.7674418604652,0.5504915402352942,1,0
40.074147463,100.074147463,87.0,0.6951175096511628,0.0521572752414987,1446.8207698476344,0.5502614055813955,1,0
41.074147463,101.074147463,86.0,0.6956512255294118,0.0520463954102973,1449.7027532745255,0.5497917516279072,1,0
42.074147463,102.074147463,86.0,0.6948326615294118,0.052212381872683,1454.4883720930234,0.5507384665882353,1,0
43.074147463,103.074147463,86.0,0.6937690822352942,0.0527556569831124,1458.237102379043,0.5493334259302325,1,0
44.074147463,104.074147463,87.0,0.6937126781395349,0.0527243687050024,1460.861935311414,0.5493193954651162,1,0
45.074147463,105.074147463,86.0,0.6947069145882352,0.0524998521153672,1466.9738037957766,0.5492008218604649,1,0
46.074147463,106.074147463,86.0,0.6947108610588236,0.0524987642498124,1470.860465116279,0.5499162912941176,1,0
47.074147463,107.074147463,86.0,0.6942325007058824,0.053168569206426,1477.9240844693932,0.5496935706976744,1,0
48.074147463,108.074147463,86.0,0.6937699630588234,0.0524173286101005,1476.9186046511627,0.5494577912941176,1,0
