Start Time (s),End Time (s),Kurtosis D1,Kurtosis D2,Kurtosis D3,Kurtosis A4,Label bin,Label
674.0796783,734.0796783,3.208791387,0.229049074,-0.515233929,1.048898221,0,1
675.0796783,735.0796783,3.84142755,0.394304181,-0.244014723,0.068257029,0,1
676.0796783,736.0796783,3.314435436,0.241512863,-0.437635854,3.42770638,0,1
677.0796783,737.0796783,3.781031326,0.304188018,-0.560384061,0.759780348,0,1
678.0796783,738.0796783,3.110082109,0.247092476,-0.533312329,0.648666224,0,1
679.0796783,739.0796783,3.680861885,0.343275288,-0.599757522,0.866210672,0,1
680.0796783,740.0796783,2.871858431,0.018230713,-0.542104085,0.581528943,0,1
681.0796783,741.0796783,3.614784864,0.140577951,-0.619410475,3.13405421,0,1
682.0796783,742.0796783,2.792638357,0.17593946,-0.531625011,1.276312291,0,1
683.0796783,743.0796783,2.806427394,0.105594285,-0.668737089,-0.223631944,0,1
684.0796783,744.0796783,2.883674516,-0.029687804,-0.641075148,-0.419515465,0,1
685.0796783,745.0796783,3.718885661,0.279183722,-0.434170302,2.297201802,0,1
686.0796783,746.0796783,3.79064152,0.123586928,-0.637412419,0.483343466,0,1
687.0796783,747.0796783,3.654900121,0.292236358,-0.607822513,-0.567950698,0,1
688.0796783,748.0796783,2.861613224,-0.070436585,-0.525534792,3.734016862,0,1
689.0796783,749.0796783,2.847864534,-0.04789453,-0.550147358,-0.235725212,0,1
690.0796783,750.0796783,2.723451804,0.153278225,-0.66620309,1.27854753,0,1
691.0796783,751.0796783,3.630413094,0.342491344,-0.348506155,0.611275267,0,1
692.0796783,752.0796783,3.579279326,0.237466877,-0.508671841,1.37985991,0,1
693.0796783,753.0796783,3.429161875,0.097417798,-0.640391952,1.150336912,0,1
694.0796783,754.0796783,2.759239373,0.212231269,-0.53963052,1.976080487,0,1
695.0796783,755.0796783,3.567523159,0.168136586,-0.803102708,2.453283166,0,1
696.0796783,756.0796783,3.458939359,0.21904574,-0.626454556,-0.057477001,0,1
697.0796783,757.0796783,2.662994001,-0.040499509,-0.642018866,-0.322506671,0,1
698.0796783,758.0796783,3.509230838,0.062918462,-0.722269998,0.140467327,0,1
699.0796783,759.0796783,2.768652848,0.184218724,-0.457317723,0.937988288,0,1
700.0796783,760.0796783,3.484165679,0.17725306,-0.69624297,2.631050224,0,1
701.0796783,761.0796783,2.690654255,0.029292221,-0.620954194,1.469892375,0,1
702.0796783,762.0796783,3.490481639,0.095569651,-0.625872382,2.071165043,0,1
703.0796783,763.0796783,2.754301587,0.112236386,-0.593829218,-0.673608516,0,1
704.0796783,764.0796783,3.485718889,0.279627619,-0.507164136,0.999420273,0,1
705.0796783,765.0796783,2.740964152,-0.085434294,-0.681680551,0.319901644,0,1
706.0796783,766.0796783,3.37379932,0.061911871,-0.420557478,-0.416221525,0,1
707.0796783,767.0796783,2.818619222,0.236878866,-0.563662348,2.890528495,0,1
708.0796783,768.0796783,3.273071094,0.128867573,-0.614352469,0.247327625,0,1
709.0796783,769.0796783,2.815415792,0.02508074,-0.516218691,0.904639,0,1
710.0796783,770.0796783,3.280431935,0.02410365,-0.686161298,1.021182749,0,1
711.0796783,771.0796783,2.634727488,0.522138242,-0.536834949,2.15761514,0,1
712.0796783,772.0796783,3.430724502,0.122498275,-0.668675049,3.514757144,0,1
713.0796783,773.0796783,2.604153542,-0.155737585,-0.5395717,0.706309375,0,1
714.0796783,774.0796783,3.381755465,0.067520412,-0.502622104,-0.010962879,0,1
715.0796783,775.0796783,2.65576504,0.029586283,-0.639309973,1.261809465,0,1
716.0796783,776.0796783,3.31032972,0.209364105,-0.626986122,0.177837005,0,1
717.0796783,777.0796783,2.709229296,-0.144978267,-0.736851385,0.442587261,0,1
718.0796783,778.0796783,3.371937648,0.044890783,-0.67362847,0.084879154,0,1
719.0796783,779.0796783,2.776333349,0.027541094,-0.720259535,0.369600053,0,1
720.0796783,780.0796783,3.405358317,0.174102391,-0.563652107,1.852604443,0,1
721.0796783,781.0796783,2.862107702,-0.145347335,-0.56401528,0.702700162,0,1
722.0796783,782.0796783,3.224244403,0.15199788,-0.394628773,0.304471039,0,1
723.0796783,783.0796783,2.764861007,0.120608539,-0.678456407,0.008503139,0,1
724.0796783,784.0796783,3.122328547,0.031442428,-0.684048741,0.887725435,0,1
725.0796783,785.0796783,2.857086204,-0.247841925,-0.693136071,1.320447875,0,1
726.0796783,786.0796783,3.217549766,0.061918282,-0.704074428,0.566173899,0,1
727.0796783,787.0796783,2.739469561,0.136047207,-0.661515183,0.579419566,0,1
728.0796783,788.0796783,3.237852591,-0.03079164,-0.317356904,1.465448149,0,1
729.0796783,789.0796783,2.969125335,-0.173835487,-0.410641207,0.568761154,0,1
730.0796783,790.0796783,3.12780958,0.043926657,-0.476556022,5.340377893,0,1
731.0796783,791.0796783,3.013976418,0.28230418,-0.529709304,3.688685466,0,1
732.0796783,792.0796783,3.031908014,-0.015900222,-0.771251619,8.696120868,0,1
733.0796783,793.0796783,3.041199922,-0.12290907,-0.674827447,0.374479766,0,1
734.0796783,794.0796783,3.127540742,0.008614159,-0.848842183,4.146386562,0,1
735.0796783,795.0796783,3.090184856,-0.019566496,-0.75530674,0.544247966,0,1
736.0796783,796.0796783,3.102596543,0.309831393,-0.274445598,2.654620111,0,1
737.0796783,797.0796783,2.992103873,-0.155697812,-0.377748492,3.787293594,0,1
738.0796783,798.0796783,3.27843223,0.045404021,-0.554389242,2.36462236,0,1
739.0796783,799.0796783,3.169356827,0.031094148,-0.486270918,4.32186488,0,1
740.0796783,800.0796783,3.277220591,0.073084614,-0.540285347,2.216231952,0,1
741.0796783,801.0796783,3.26165152,0.063981288,-0.673323986,2.528538632,0,1
742.0796783,802.0796783,3.141114243,0.144026847,-0.706786831,0.871562546,0,1
743.0796783,803.0796783,3.18719582,0.2439847,-0.594892387,3.884457612,0,1
744.0796783,804.0796783,3.11782308,0.006144101,-0.285376871,2.096568627,0,1
745.0796783,805.0796783,3.096511338,0.16547267,-0.327310927,1.952451807,0,1
746.0796783,806.0796783,3.141093139,-0.069606115,-0.48470286,1.808040344,0,1
747.0796783,807.0796783,3.245864483,0.129709154,-0.425466976,2.422063671,0,1
748.0796783,808.0796783,3.174705743,0.308511745,-0.5927018,2.396365959,0,1
749.0796783,809.0796783,3.154552544,0.033038691,-0.678716772,2.899146825,0,1
750.0796783,810.0796783,3.32490148,-0.005160832,-0.610517982,4.311823398,0,1
751.0796783,811.0796783,3.153287318,0.067799622,-0.621900206,1.115151356,0,1
752.0796783,812.0796783,3.252205804,0.23910634,-0.572211055,5.755099135,0,1
753.0796783,813.0796783,3.27409907,0.08849097,-0.407497229,0.78260838,0,1
754.0796783,814.0796783,3.413797057,0.080655929,-0.30721272,1.719948333,0,1
755.0796783,815.0796783,3.197533561,0.042369859,-0.630821593,3.64850852,0,1
756.0796783,816.0796783,3.305932046,0.300354409,-0.622716886,3.27400168,0,1
757.0796783,817.0796783,3.413996765,0.219010126,-0.549245321,1.711201985,0,1
758.0796783,818.0796783,3.404328106,-0.051287707,-0.721381403,2.621197258,0,1
