Start Time (s),End Time (s),Kurtosis D1,Kurtosis D2,Kurtosis D3,Kurtosis A4,Label,Label bin
2.63,62.63,8.474114918,2.641421333,0.742480736,-1.258731359,1,0
3.63,63.63,7.371306324,2.847188103,0.495619048,-1.155683115,1,0
4.63,64.63,7.550897684,2.389950251,0.475882368,-1.102514265,1,0
5.63,65.63,7.456243495,2.766057157,1.025794564,-1.373440407,1,0
6.63,66.63,7.469545547,2.318808138,0.550862544,-1.198156771,1,0
7.63,67.63,7.450133494,2.730467743,0.388584338,-1.232624699,1,0
8.63,68.63,7.340822676,2.504086934,0.473956369,-1.012084497,1,0
9.63,69.63,7.459941158,2.789249679,0.438291456,-1.326815223,1,0
10.63,70.63,7.381770926,2.36421084,0.450040756,-1.206307354,1,0
11.63,71.63,7.681779401,2.793881146,0.487265335,-1.265912409,1,0
12.63,72.63,7.865480224,2.330408554,0.268944897,-1.208501725,1,0
13.63,73.63,8.185923288,2.903270031,0.457969163,-1.193671136,1,0
14.63,74.63,8.04672135,2.592712481,0.664228749,-1.287421167,1,0
15.63,75.63,7.713198862,2.627087004,0.398861799,-1.322928685,1,0
16.63,76.63,7.962135466,2.362258193,1.160582071,-1.239870516,1,0
17.63,77.63,8.270767328,2.912962007,0.420411431,-1.320776543,1,0
18.63,78.63,8.007844995,2.412331705,0.656574368,-1.311734866,1,0
19.63,79.63,7.99317499,2.693115754,0.782899769,-1.328041381,1,0
20.63,80.63,7.992939819,2.425806629,0.535730672,-1.260928006,1,0
21.63,81.63,8.136105845,2.677778062,0.192327696,-1.224954842,1,0
22.63,82.63,8.072532736,2.489891821,0.49676494,-1.088609612,1,0
23.63,83.63,8.337000878,2.761038019,0.711749575,-1.244969831,1,0
24.63,84.63,8.278113181,2.509163989,0.423982527,-1.372630361,1,0
25.63,85.63,8.270714298,3.188861514,0.249392788,-1.342662033,1,0
26.63,86.63,8.33459835,2.592948422,0.595655701,-1.231709643,1,0
27.63,87.63,8.297611092,2.876680886,0.735406802,-1.309419015,1,0
28.63,88.63,8.072157028,2.370015551,0.253434188,-1.201118509,1,0
29.63,89.63,8.08210675,2.796526603,0.31288265,-1.074149697,1,0
30.63,90.63,8.072344807,2.670196554,0.542565845,-1.267883568,1,0
31.63,91.63,7.645859233,2.546554258,0.524136298,-1.228137725,1,0
32.63,92.63,8.067373251,2.550157583,0.530174308,-1.312336072,1,0
33.63,93.63,7.960972633,2.79371147,0.189109317,-1.352105622,1,0
34.63,94.63,8.643933032,2.587228937,0.453894108,-1.339051855,1,0
35.63,95.63,7.836004339,2.68288538,0.592323136,-1.199335697,1,0
36.63,96.63,8.285396418,2.640285224,0.587520179,-1.015590607,1,0
37.63,97.63,8.217632139,2.807236601,0.36629592,-1.137675102,1,0
38.63,98.63,8.438934437,2.475835576,0.360164764,-1.174509185,1,0
39.63,99.63,8.469339419,2.844153657,0.589124187,-1.149365897,1,0
40.63,100.63,8.350693978,2.59474228,0.534239399,-1.268525163,1,0
41.63,101.63,8.442702596,2.978893796,0.291749701,-1.41190872,1,0
42.63,102.63,8.272367596,2.324289212,0.359996549,-1.250895386,1,0
43.63,103.63,8.21396983,2.971243506,0.803597664,-1.226034121,1,0
44.63,104.63,8.295938843,2.498923665,0.43123407,-1.181414146,1,0
45.63,105.63,8.715958701,3.032205967,0.260009617,-1.278823673,1,0
46.63,106.63,8.282528664,2.831603014,0.419388233,-1.228869514,1,0
47.63,107.63,8.40836793,2.721595873,0.64761669,-1.170037939,1,0
48.63,108.63,8.382685993,2.60708626,0.406305304,-1.191466086,1,0
49.63,109.63,9.414225061,3.10460022,0.280519094,-1.212147658,1,0
50.63,110.63,8.28934595,2.725598908,0.520576157,-1.279569096,1,0
51.63,111.63,8.556324958,2.719125546,0.686775686,-1.198918742,1,0
52.63,112.63,8.468087913,2.753159232,1.129618828,-1.408116816,1,0
53.63,113.63,8.338926688,2.761017408,0.281569254,-1.239004091,1,0
54.63,114.63,8.502483243,2.63002724,0.265214372,-1.201845733,1,0
55.63,115.63,8.488696127,3.033339871,0.639193648,-1.182735571,1,0
56.63,116.63,8.181099085,2.715239764,0.760954547,-1.280076643,1,0
57.63,117.63,8.263307417,2.804840316,0.357506444,-1.374265122,1,0
58.63,118.63,8.251266889,2.828271605,0.221708074,-1.367252036,1,0
59.63,119.63,6.002360946,2.316752597,0.446523044,-1.241057405,1,0
60.63,120.63,5.949291547,2.719104945,0.65503626,-1.306474809,1,0
61.63,121.63,6.031581502,2.328025886,0.509072524,-1.105238683,1,0
62.63,122.63,5.941279339,2.77978023,0.866312142,-1.312635613,1,0
63.63,123.63,5.927579298,3.83497172,0.528514898,-1.300769795,1,0
64.63,124.63,5.87391434,2.697749247,0.613768326,-1.353308008,1,0
65.63,125.63,5.997524609,2.346141422,0.230394078,-1.215820208,1,0
66.63,126.63,5.902286674,2.871948161,0.367762126,-1.360874666,1,0
67.63,127.63,5.82258142,2.263026764,0.417573862,-1.262333907,1,0
68.63,128.63,5.789009622,4.068212205,0.975169068,-1.27492413,1,0
69.63,129.63,6.02915745,2.441791743,0.460842021,-1.185809044,1,0
70.63,130.63,5.958842129,3.512869105,0.219959352,-1.148128942,1,0
71.63,131.63,6.00538076,2.388206274,0.503058307,-1.279818354,1,0
72.63,132.63,6.016522621,2.835117014,0.659782536,-1.245430938,1,0
73.63,133.63,5.947770152,2.373518978,0.335314235,-1.350978135,1,0
74.63,134.63,5.886311071,2.584995135,0.871961254,-1.302258725,1,0
75.63,135.63,6.139537163,2.410722313,0.45199986,-1.248791943,1,0
76.63,136.63,6.013555112,3.885273754,0.480443265,-1.31612998,1,0
77.63,137.63,6.045320074,2.279837027,1.009481139,-1.266461515,1,0
78.63,138.63,6.223832853,2.861741752,0.573931329,-1.237317135,1,0
79.63,139.63,5.849168699,2.134629569,0.353316438,-1.293582944,1,0
80.63,140.63,5.950407449,2.839572958,0.691773821,-1.202910152,1,0
81.63,141.63,5.850663912,2.957374274,0.260355765,-1.345568882,1,0
82.63,142.63,5.869741795,2.793016931,0.502129358,-1.27668132,1,0
83.63,143.63,6.037884301,2.502065341,0.459540701,-1.401040862,1,0
84.63,144.63,5.778201179,2.68116988,0.61261143,-1.213881172,1,0
85.63,145.63,6.081269492,2.478579736,0.540212896,-1.277571703,1,0
86.63,146.63,5.896525115,2.554597173,0.412445595,-1.371147531,1,0
87.63,147.63,5.8666916,2.414726958,0.52234603,-1.32931035,1,0
88.63,148.63,5.792674958,2.597063762,0.660003595,-1.301722511,1,0
89.63,149.63,6.013738772,2.418227839,0.507899857,-1.392196744,1,0
90.63,150.63,5.801184653,2.475746832,0.180325248,-1.242004941,1,0
91.63,151.63,6.195281781,2.438709812,0.430975669,-1.308062134,1,0
92.63,152.63,5.955736928,2.483537644,0.509006747,-1.329999877,1,0
93.63,153.63,6.088787737,2.238256407,0.343598217,-1.194621146,1,0
94.63,154.63,7.213329818,2.634545667,0.307691633,-1.324944222,1,0
95.63,155.63,6.574893224,2.288298769,0.325947385,-1.341116901,1,0
