Time (real),IR Value raw,IR Value filtered,Time (s),Label_Detail
5/16/2025 0:44,127055,1219,19.65073586,1
5/16/2025 0:44,127170,1250,19.69093919,1
5/16/2025 0:44,127281,1276,19.73057342,1
5/16/2025 0:44,127377,1287,19.77048707,1
5/16/2025 0:44,127175,1017,19.81110334,1
5/16/2025 0:44,125183,-914,19.85010076,1
5/16/2025 0:44,123956,-2007,19.89008713,1
5/16/2025 0:44,123767,-2059,19.9304049,1
5/16/2025 0:44,124167,-1555,19.97067666,1
5/16/2025 0:44,124505,-1141,20.01007128,1
5/16/2025 0:44,124911,-689,20.05008268,1
5/16/2025 0:44,125205,-370,20.09034991,1
5/16/2025 0:44,125233,-321,20.13032222,1
5/16/2025 0:44,125251,-284,20.17005134,1
5/16/2025 0:44,125530,-5,20.21107078,1
5/16/2025 0:44,126018,453,20.25053525,1
5/16/2025 0:44,126420,802,20.29074812,1
5/16/2025 0:44,126691,1006,20.33041072,1
5/16/2025 0:44,126871,1112,20.37013865,1
5/16/2025 0:44,127014,1176,20.4107759,1
5/16/2025 0:44,127156,1236,20.45011544,1
5/16/2025 0:44,127285,1280,20.49091816,1
5/16/2025 0:44,127390,1298,20.5308764,1
5/16/2025 0:44,127383,1210,20.57091975,1
5/16/2025 0:44,125706,-437,20.61006594,1
5/16/2025 0:44,124325,-1705,20.65036607,1
5/16/2025 0:44,123837,-2056,20.69093108,1
5/16/2025 0:44,124183,-1603,20.73059273,1
5/16/2025 0:44,124634,-1080,20.77052855,1
5/16/2025 0:44,125094,-581,20.81035042,1
5/16/2025 0:44,125473,-189,20.8507781,1
5/16/2025 0:44,125507,-146,20.89055514,1
5/16/2025 0:44,125484,-158,20.9304502,1
5/16/2025 0:44,125718,71,20.97007656,1
5/16/2025 0:44,126136,459,21.01049614,1
5/16/2025 0:44,126559,827,21.0500586,1
5/16/2025 0:44,126902,1097,21.090137,1
5/16/2025 0:44,127096,1210,21.13008428,1
5/16/2025 0:44,127230,1260,21.17017078,1
