Time (real),IR Value raw,IR Value filtered,Time (s),Label_Detail
2025-05-14 01:07:45,122849,-84,0.077824592590332,1
2025-05-14 01:07:45,121958,-914,0.078104019165039,1
2025-05-14 01:07:45,121989,-828,0.0782828330993652,1
2025-05-14 01:07:45,122288,-496,0.0784258842468261,1
2025-05-14 01:07:45,122478,-287,0.1099958419799804,1
2025-05-14 01:07:45,122637,-120,0.150076150894165,1
2025-05-14 01:07:45,122795,36,0.1896390914916992,1
2025-05-14 01:07:45,122811,49,0.2298328876495361,1
2025-05-14 01:07:45,122824,58,0.2698566913604736,1
2025-05-14 01:07:45,122940,163,0.3093509674072265,1
2025-05-14 01:07:45,123105,308,0.3499791622161865,1
2025-05-14 01:07:45,123197,375,0.3897550106048584,1
2025-05-14 01:07:45,123271,421,0.4297752380371094,1
2025-05-14 01:07:45,123327,447,0.4704232215881347,1
2025-05-14 01:07:45,123359,449,0.5093584060668945,1
2025-05-14 01:07:45,123395,455,0.5501110553741455,1
2025-05-14 01:07:45,123399,430,0.5903937816619873,1
2025-05-14 01:07:45,123428,430,0.6295244693756104,1
2025-05-14 01:07:45,123458,432,0.6696982383728027,1
2025-05-14 01:07:45,122937,-84,0.7194066047668457,1
2025-05-14 01:07:45,122005,-952,0.7598297595977783,1
2025-05-14 01:07:45,122004,-894,0.7994606494903564,1
2025-05-14 01:07:46,122346,-517,0.839775562286377,1
2025-05-14 01:07:46,122563,-281,0.8704314231872559,1
2025-05-14 01:07:46,122683,-151,0.9197485446929932,1
2025-05-14 01:07:46,122811,-22,0.9504284858703612,1
2025-05-14 01:07:46,122814,-18,0.9998373985290528,1
2025-05-14 01:07:46,122812,-18,1.039708137512207,1
2025-05-14 01:07:46,122894,60,1.0703468322753906,1
2025-05-14 01:07:46,123004,159,1.1198322772979736,1
2025-05-14 01:07:46,123137,274,1.15936279296875,1
2025-05-14 01:07:46,123253,366,1.2002737522125244,1
2025-05-14 01:07:46,123287,375,1.306063175201416,1
2025-05-14 01:07:46,123320,382,1.3062329292297363,1
