Time (real),IR Value raw,IR Value filtered,Time (s),Label_Detail
4/23/2025 12:35,122446,70,0.071507692,1
4/23/2025 12:35,122725,327,0.071784496,1
4/23/2025 12:35,122827,402,0.071944475,1
4/23/2025 12:35,122848,397,0.072086573,1
4/23/2025 12:35,122865,388,0.072233915,1
4/23/2025 12:35,122887,384,0.072373867,1
4/23/2025 12:35,122941,411,0.072509766,1
4/23/2025 12:35,123017,457,0.072645664,1
4/23/2025 12:35,123027,437,0.072786093,1
4/23/2025 12:35,123038,420,0.072912216,1
4/23/2025 12:35,123008,366,0.073025227,1
4/23/2025 12:35,121990,-611,0.073143244,1
4/23/2025 12:35,121242,-1274,0.073270321,1
4/23/2025 12:35,121700,-765,0.073387384,1
4/23/2025 12:35,122329,-128,0.073503256,1
4/23/2025 12:35,122675,205,0.073611975,1
4/23/2025 12:35,122815,323,0.073720217,1
4/23/2025 12:35,122843,329,0.073827744,1
4/23/2025 12:35,122840,306,0.073935509,1
4/23/2025 12:35,122899,342,0.074043512,1
4/23/2025 12:35,122974,391,0.074157476,1
4/23/2025 12:35,123028,417,0.074265957,1
4/23/2025 12:35,123088,448,0.074375629,1
4/23/2025 12:35,123129,458,0.074487209,1
4/23/2025 12:35,123017,324,0.074596405,1
4/23/2025 12:35,121662,-966,0.074712753,1
4/23/2025 12:35,120814,-1701,0.074837923,1
4/23/2025 12:35,121030,-1392,0.074963093,1
4/23/2025 12:35,121778,-604,0.075088739,1
4/23/2025 12:35,122318,-60,0.075220585,1
4/23/2025 12:35,122581,191,0.075346708,1
4/23/2025 12:35,122715,304,0.099565983,1
4/23/2025 12:35,122731,300,0.139509678,1
4/23/2025 12:35,122846,390,0.1795609,1
4/23/2025 12:35,122968,480,0.219242096,1
4/23/2025 12:35,122990,470,0.259679556,1
4/23/2025 12:35,122992,443,0.299300194,1
4/23/2025 12:35,123012,434,0.339236975,1
4/23/2025 12:35,122889,291,0.379466295,1
4/23/2025 12:35,121771,-775,0.420187235,1
4/23/2025 12:35,121073,-1381,0.459901333,1
4/23/2025 12:35,121214,-1162,0.499256611,1
4/23/2025 12:35,121357,-955,0.539398193,1
4/23/2025 12:35,121634,-636,0.579335928,1
4/23/2025 12:35,121999,-254,0.619238615,1
4/23/2025 12:35,121847,-381,0.659919739,1
4/23/2025 12:35,121859,-346,0.699462891,1
4/23/2025 12:35,122427,209,0.739627123,1
4/23/2025 12:35,122730,480,0.779713869,1
4/23/2025 12:35,122912,620,0.819307089,1
4/23/2025 12:35,123203,854,0.859821796,1
4/23/2025 12:35,123312,903,0.900000334,1
4/23/2025 12:35,122961,518,0.940194607,1
4/23/2025 12:35,121801,-602,0.98007679,1
4/23/2025 12:35,121521,-827,1.019304037,1
4/23/2025 12:35,121965,-359,1.060166836,1
4/23/2025 12:35,122464,131,1.100049734,1
4/23/2025 12:35,122909,540,1.14002943,1
4/23/2025 12:35,123116,701,1.179284334,1
4/23/2025 12:35,123195,731,1.220423937,1
4/23/2025 12:35,123242,729,1.259840012,1
4/23/2025 12:35,123217,660,1.299860239,1
4/23/2025 12:35,123248,648,1.339483261,1
4/23/2025 12:35,123330,685,1.379281044,1
4/23/2025 12:35,123366,676,1.419358253,1
4/23/2025 12:35,123355,623,1.460192204,1
4/23/2025 12:35,122493,-224,1.499301434,1
4/23/2025 12:35,121319,-1311,1.539997339,1
4/23/2025 12:35,121556,-1006,1.58930397,1
4/23/2025 12:35,122388,-164,1.620280743,1
4/23/2025 12:35,122849,279,1.66978693,1
4/23/2025 12:35,123061,460,1.709447384,1
4/23/2025 12:35,123259,617,1.740200281,1
4/23/2025 12:35,123406,716,1.790173292,1
4/23/2025 12:35,123426,690,1.829278469,1
4/23/2025 12:35,123422,644,1.859647274,1
4/23/2025 12:35,123478,656,1.899907112,1
4/23/2025 12:35,123668,793,1.949552536,1
4/23/2025 12:35,123949,1007,1.989334822,1
4/23/2025 12:35,123021,74,2.029434681,1
4/23/2025 12:35,121458,-1396,2.070118427,1
4/23/2025 12:35,121267,-1488,2.109874249,1
4/23/2025 12:35,121833,-864,2.149343967,1
4/23/2025 12:35,122515,-171,2.189426899,1
4/23/2025 12:35,122881,183,2.229505777,1
4/23/2025 12:35,123100,377,2.270069838,1
