Time (real),IR Value raw,IR Value filtered,Time (s),Label_Detail
2025-05-23 01:04:50,124426,817,0.0780942440032959,1
2025-05-23 01:04:50,123810,188,0.0784258842468261,1
2025-05-23 01:04:50,122745,-822,0.0786194801330566,1
2025-05-23 01:04:50,122590,-916,0.0787770748138427,1
2025-05-23 01:04:50,122703,-753,0.0789191722869873,1
2025-05-23 01:04:50,122776,-637,0.0790545940399169,1
2025-05-23 01:04:50,122806,-569,0.0791907310485839,1
2025-05-23 01:04:50,122912,-434,0.079319953918457,1
2025-05-23 01:04:50,122949,-372,0.0794548988342285,1
2025-05-23 01:04:50,122940,-357,0.0795917510986328,1
2025-05-23 01:04:50,122977,-300,0.0797216892242431,1
2025-05-23 01:04:50,123125,-143,0.0798542499542236,1
2025-05-23 01:04:50,123324,53,0.0799639225006103,1
2025-05-23 01:04:50,123583,292,0.0800857543945312,1
2025-05-23 01:04:50,123758,438,0.0802094936370849,1
2025-05-23 01:04:50,123889,534,0.0803349018096923,1
2025-05-23 01:04:50,123990,595,0.08046555519104,1
2025-05-23 01:04:50,124105,666,0.0805983543395996,1
2025-05-23 01:04:50,124184,698,0.0807373523712158,1
2025-05-23 01:04:50,124260,726,0.0808632373809814,1
2025-05-23 01:04:50,124346,761,0.0809836387634277,1
2025-05-23 01:04:50,124446,807,0.0811054706573486,1
2025-05-23 01:04:50,124525,831,0.0812726020812988,1
2025-05-23 01:04:50,124416,677,0.0814223289489746,1
2025-05-23 01:04:50,123230,-477,0.0815596580505371,1
2025-05-23 01:04:50,122713,-932,0.0816948413848877,1
2025-05-23 01:04:50,122778,-813,0.0818331241607666,1
2025-05-23 01:04:50,122895,-652,0.081965684890747,1
2025-05-23 01:04:50,122966,-545,0.0820951461791992,1
2025-05-23 01:04:50,123095,-390,0.0822246074676513,1
2025-05-23 01:04:50,123184,-282,0.0894892215728759,1
2025-05-23 01:04:50,123134,-311,0.1302261352539062,1
2025-05-23 01:04:50,123135,-291,0.1697473526000976,1
2025-05-23 01:04:50,123266,-150,0.2103357315063476,1
2025-05-23 01:04:50,123477,57,0.2504937648773193,1
2025-05-23 01:04:50,123693,256,0.2899918556213379,1
2025-05-23 01:04:50,123853,390,0.3299870491027832,1
2025-05-23 01:04:50,123993,497,0.3703351020812988,1
2025-05-23 01:04:50,124126,591,0.4095375537872314,1
2025-05-23 01:04:50,124208,631,0.449512243270874,1
2025-05-23 01:04:50,124293,671,0.4897115230560303,1
2025-05-23 01:04:50,124404,733,0.5304253101348877,1
2025-05-23 01:04:50,124491,769,0.5696320533752441,1
2025-05-23 01:04:50,124546,773,0.6096727848052979,1
2025-05-23 01:04:50,124588,764,0.6495277881622314,1
2025-05-23 01:04:51,124616,742,0.6903386116027832,1
2025-05-23 01:04:51,123706,-157,0.7303667068481445,1
2025-05-23 01:04:51,122915,-889,0.7695519924163818,1
2025-05-23 01:04:51,122869,-877,0.809990644454956,1
2025-05-23 01:04:51,123002,-697,0.8495128154754639,1
2025-05-23 01:04:51,123134,-530,0.889728307723999,1
2025-05-23 01:04:51,123236,-401,0.9300131797790528,1
2025-05-23 01:04:51,123329,-289,0.9698448181152344,1
2025-05-23 01:04:51,123337,-263,1.109199047088623,1
2025-05-23 01:04:51,123333,-250,1.1093933582305908,1
2025-05-23 01:04:51,123452,-123,1.1095385551452637,1
2025-05-23 01:04:51,123682,100,1.1301424503326416,1
